a	/ɑ/
wäschmaschinn	/væʃmɑʃin/
wäschmaschinnen	/væʃmɑʃinən/
wäschpolver	/væʃpolfɐ/
wäschstrooss	/væʃstʀoːs/
wäschstroossen	/væʃʃtʀoːsən/
wässerchen	/væsɐɕən/
wasserdicht	/vɑsɐdiɕt/
wässereg	/væsəʀəɕ/
wässeren	/væsəʀən/
gewässert	/gəvæsɐt/
wasserfall	/vɑsɐfɑl/
wasserfäll	/vɑsɐfæl/
wasserleitung	/vɑsɐlɑɪtuŋ/
wasserleitungen	/vɑsɐlɑɪtuŋən/
wat	/vaːt/
watschelen	/vɑtʃələn/
gewatschelt	/gəvɑtʃəlt/
watt	/vɑt/
weck	/væk/
wéckeldësch	/vekəldəʃ/
wéckeldëscher	/vekəldəʃɐ/
wéckelen	/vekələn/
gewéckelt	/gəvekəlt/
wecker	/vækɐ/
weckeren	/vækəʀən/
weder	/veːdɐ/
wee	/veː/
weeër	/veːɐ/
weech	/veːɕ/
weechen	/veːɕən/
geweecht	/gəveːɕt/
weed	/veːt/
weeden	/veːdən/
geweet	/gəveːt/
weekend	/wiːkænt/
weekenter	/wiːkæntɐ/
weekendhaischen	/wiːkænthɑɪsjən/
weekendhaisercher	/wiːkænthɑɪzɐɕɐ/
weenchen	/veːnɕən/
weenercher	/weːnɐɕɐ/
weeschësser	/veːʃəsɐ/
weesekand	/veːzəkɑnt/
weesekanner	/veːzəkɑnɐ/
weess	/veːs/
weesskär	/veːskɛːɐ/
weesskären	/veːskɛːʀən/
wegdichen	/veːʑdiɕən/
wéi	/vɜɪ/
wéien	/vɜɪən/
weibchen	/vɑɪpɕən/
weibercher	/vɑɪbɐɕɐ/
weiblech	/vɑɪbləɕ/
weiblechkeet	/vɑɪbləɕkeːt/
weich	/vɑɪɕ/
weichen	/vɑɪɕən/
weid	/vɑɪt/
weiden	/vɑɪdən/
weider	/vɑɪdɐ/
weiderbauen	/vɑɪdɐbɑʊən/
weidergebaut	/vɑɪdɐgəbæːʊt/
weiderbezuelen	/vɑɪdɐbətsuələn/
weiderbezuelt	/vɑɪdɐbətsuəlt/
weiderbilden	/vɑɪdɐbildən/
weidergebilt	/vɑɪdɐgəbilt/
weiderbildung	/vɑɪdɐbilduŋ/
weiderbildungen	/vɑɪdɐbilduŋən/
weiderbréngen	/vɑɪdɐbʀeŋən/
weiderbruecht	/vɑɪdɐbʀuəɕt/
weiderdreiwen	/vɑɪdɐdʀɑɪvən/
weidergedriwwen	/vɑɪdɐgədʀivən/
weiderentwéckelen	/vɑɪdɐæntvekələn/
weiderentwéckelt	/vɑɪdɐæntvekəlt/
weiderentwécklung	/vɑɪdɐæntvekluŋ/
weidererzielen	/vɑɪdɐɐtsiələn/
weidererzielt	/vɑɪdɐɐtsiəlt/
weiderféieren	/vɑɪdɐfɜɪəʀən/
weidergeféiert	/vɑɪdɐgəfɜɪɐt/
weiderfléien	/vɑɪdɐflɜɪən/
weidergeflunn	/vɑɪdɐgəflun/
weiderfueren	/vɑɪdɐfuːɐʀən/
weidergefuer	/vɑɪdɐgəfuːɐ/
weiderginn	/vɑɪdɐgin/
weidergoen	/vɑɪdɐgoːən/
weidergaangen	/vɑɪdɐgaːŋən/
weiderhëllefen	/vɑɪdɐhələfən/
weidergehollef	/vɑɪdɐgəholəf/
weiderhin	/vɑɪdɐhin/
weiderkommen	/vɑɪdɐkomən/
weiderkomm	/vɑɪdɐkom/
weiderleeden	/vɑɪdɐleːdən/
weidergeleet	/vɑɪdɐgəleːt/
weiderléieren	/vɑɪdɐlɜɪəʀən/
weidergeléiert	/vɑɪdɐgəlɜɪɐt/
weiderliewen	/vɑɪdɐliəvən/
weidergelieft	/vɑɪdɐgəliəft/
weidermaachen	/vɑɪdɐmaːχən/
weidergemaach	/vɑɪdɐgəmaːχ/
weiderreechen	/vɑɪdɐʀeːɕən/
weidergereecht	/vɑɪdɐgəʀeːɕt/
weiderschaffen	/vɑɪdɐʃɑfən/
weidergeschafft	/vɑɪdɐgəʃɑft/
weiderschécken	/vɑɪdɐʃekən/
weidergeschéckt	/vɑɪdɐgəʃekt/
weiderschleefen	/vɑɪdɐʃleːfən/
weidergeschleeft	/vɑɪdɐgəʃleːft/
weiderschlofen	/vɑɪdɐʃloːfən/
weidergeschlof	/vɑɪdɐgəʃloːf/
weiderschwätzen	/vɑɪdɐʃwætsən/
weidergeschwat	/vɑɪdɐgəʃwaːt/
weidersoen	/vɑɪdɐzoːən/
weidergesot	/vɑɪdɐgəzot/
weiderspillen	/vɑɪdɐʃpilən/
weidergespillt	/vɑɪdɐgəʃpilt/
weiderutt	/vɑɪdɐut/
weiderutten	/vɑɪdɐutən/
weiderverbreeden	/vɑɪdɐfɐbʀeːdən/
weiderverbreet	/vɑɪdɐfɐbʀeːt/
weiderverfollegen	/vɑɪdɐfɐfoləʑən/
weiderverfollegt	/vɑɪdɐfɐfoləɕt/
weiderverierwen	/vɑɪdɐfəʀiːɐvən/
weiderverierft	/vɑɪdɐfəʀiːɐft/
weiderverkaf	/vɑɪdɐfɐkaːf/
weiderverkafen	/vɑɪdɐfɐkaːfən/
weiderverkaaft	/vɑɪdɐfɐkaːft/
weiderverlounen	/vɑɪdɐfɐləʊnən/
weiderverlount	/vɑɪdɐfɐləʊnt/
weidervermëttelen	/vɑɪdɐfɐmətələn/
weidervermëttelt	/vɑɪdɐfɐmətəlt/
weiderverschaffen	/vɑɪdɐfɐʃɑfən/
weiderverschafft	/vɑɪdɐfɐʃɑft/
weiderverzielen	/vɑɪdɐfɐtsiələn/
weiderverzielt	/vɑɪdɐfɐtsiəlt/
weiderwëssen	/vɑɪdɐvəsən/
weidergewosst	/vɑɪdɐgəvost/
weiderwuessen	/vɑɪdɐvuəsən/
weidergewuess	/vɑɪdɐgəvuəs/
weiderzielen	/vɑɪdɐtsiələn/
weidergezielt	/vɑɪdɐgətsiəlt/
weidig	/vɑɪdiːk/
wéidinn	/vɜɪdin/
wéigedoen	/vɜɪʑədoːən/
wéidoen	/vɜɪdoːən/
weien	/vɑɪən/
geweit	/gəvɑɪt/
gewien	/gəviːən/
gewéit	/gəvɜɪt/
weier	/vɑɪɐ/
weieren	/vɑɪəʀən/
weigeren	/vɑɪʑəʀən/
geweigert	/gəvɑɪʑɐt/
weil	/vɑɪl/
weilchen	/vɑɪlɕən/
weiler	/vɑɪlɐ/
weilerbaach	/vɑɪlɐbaːχ/
wéimeren	/vɜɪməʀən/
gewéimert	/gəvɜɪmɐt/
weimeschhaff	/vɑɪməʃhɑf/
weimeschkierch	/vɑɪməʃkiːɐɕ/
wéineg	/vɜɪnəɕ/
wéini	/vɜɪniː/
wéinst	/vɜɪnst/
wéinstens	/vɜɪnstəns/
weirauch	/vɑɪʀæːʊχ/
weirauchfaass	/vɑɪʀæːʊχfaːs/
weirauchfässer	/vɑɪʀæːʊχfæsɐ/
weirauchfässchen	/vɑɪʀæːʊχfæsjən/
weirauchfässercher	/vɑɪʀæːʊχfæsɐɕɐ/
weis	/vɑɪs/
weisen	/vɑɪzən/
wéischt	/vɜɪʃt/
gewisen	/gəviːzən/
weisheet	/vɑɪsheːt/
weisheeten	/vɑɪsheːtən/
weismaachen	/vɑɪsmaːχən/
weisgemaach	/vɑɪsgəmaːχ/
wéitschen	/vɜɪtʃən/
gewéitscht	/gəvɜɪtʃt/
wéivillt	/vɜɪfilt/
weiwaasser	/vɑɪvaːsɐ/
weiwaasserdëppchen	/vɑɪvaːsɐdəpɕən/
weiwaasserdëppercher	/vɑɪvaːsɐdəpɐɕɐ/
weiwaasseschdëppchen	/vɑɪvaːsəʃdəpɕən/
weiwaasseschdëppercher	/vɑɪvaːsəʃdəpɐɕɐ/
wëld	/vəlt/
wëldpark	/vəltpɑʀk/
wëldparken	/vəltpɑʀkən/
welfreng	/vælfʀæŋ/
wëll	/vəl/
well	/væl/
wellen	/vælən/
wëllefchen	/vələfɕən/
wëllefcher	/vələfɕɐ/
wëlleg	/vələɕ/
wellelängt	/væləlæŋt/
wellelängten	/væləlæŋtən/
wëllen	/vələn/
gewollt	/gəvolt/
weller	/vælɐ/
wëlles	/vələs/
welleschten	/vælæʃtən/
wellesteen	/væləʃteːn/
wëllkar	/vəlkaːʀ/
wëllkarmiel	/vəlkɑʀmiəl/
wëllkomm	/vəlkom/
wëllschwäin	/vəlʃwæːɪn/
welschent	/vælʃənt/
welsdref	/vælsdʀəf/
welt	/vælt/
welten	/væltən/
weltall	/vældɑl/
weltausstellung	/vældæːʊsʃtæluŋ/
weltausstellungen	/vældæːʊsʃtæluŋən/
weltberühmt	/væltbəʀyːmt/
weltelite	/væltælit/
weltënnergang	/væltənɐgɑŋ/
weltënnergäng	/væltənɐgæŋ/
weltënnergank	/væltənɐgɑŋk/
weltgeschicht	/væltgəʃiɕt/
weltkaart	/væltkaːʀt/
weltkaarten	/væltkaːʀtən/
weltklima	/væltkliːmaː/
weltkrich	/væltkʀiɕ/
weltkricher	/væltkʀiɕɐ/
weltlech	/væltləɕ/
weltmaart	/væltmaːʀt/
weltmäert	/væltmɛːɐt/
weltmacht	/væltmɑχt/
weltmächten	/væltmæɕtən/
weltmeeschter	/væltmeːʃtɐ/
weltmeeschteren	/væltmeːʃtəʀən/
weltmeeschterin	/væltmeːʃtəʀin/
weltmeeschterinnen	/væltmeːʃtəʀinən/
weltmeeschterschaft	/væltmeːʃtɐʃɑft/
weltmeeschterschaften	/væltmeːʃtɐʃɑftən/
weltmuecht	/væltmuəɕt/
weltmuechten	/væltmuəɕtən/
welträich	/væltʀæːɪɕ/
welträicher	/væltʀæːɪɕɐ/
weltraum	/væltʀæːʊm/
weltrees	/væltʀeːs/
weltreesen	/væltʀeːzən/
weltrekord	/væltʀəkɔʀt/
weltrekorden	/væltʀəkɔʀdən/
weltrelioun	/væltʀəljəʊn/
weltreliounen	/væltʀəljəʊnən/
weltwäit	/væltvæːɪt/
weltwonner	/væltvonɐ/
wëlwerwoltz	/vəlvɐvoːlts/
wëlwerwooltz	/vəlvɐvoːlts/
wëncher	/vənɕɐ/
wëndel	/vəndəl/
wëndelen	/vəndələn/
wendeltrap	/vændəltʀaːp/
wendeltrapen	/vændəltʀaːpən/
wenden	/vændən/
gewant	/gəvɑnt/
wéngert	/veŋɐt/
wéngerten	/veŋɐtən/
wénk	/veŋk/
wénkel	/veŋkəl/
wénkelen	/veŋkələn/
wénken	/veŋkən/
gewénkt	/gəveŋkt/
wennen	/vænən/
gewannt	/gəvɑnt/
wënsch	/vənʃ/
wënschen	/vənʃən/
gewënscht	/gəvənʃt/
wënschenswäert	/vənʃənsvɛːɐt/
wëntger	/vəntʑɐ/
wëntreng	/vəntʀæŋ/
wenzelen	/væntsələn/
gewenzelt	/gəvəntsælt/
wënzer	/vəntsɐ/
wënzerbetrib	/vəntsɐbətʀiːp/
wënzerbetriber	/vəntsɐbətʀiːbɐ/
wënzerin	/vəntsəʀin/
wënzerinnen	/vəntsəʀinən/
werfen	/vɛʀfən/
geworf	/gəvɔʀf/
wermischel	/vɐmiʃəl/
wëschen	/vəʃən/
gewëscht	/gəvəʃt/
wesentlech	/veːzəntləɕ/
wëssen	/vəsən/
gewosst	/gəvost/
wëssenschaft	/vəsənʃɑft/
wëssenschaften	/vəsənʃɑftən/
wëssenschaftlech	/vəsənʃɑftləɕ/
wëssenschaftler	/vəsənʃɑftlɐ/
wëssenschaftlerin	/vəsənʃɑftləʀin/
wëssenschaftlerinnen	/vəsənʃɑftləʀinən/
wëssenswäert	/vəsənsvɛːɐt/
westen	/væstən/
westlech	/væstləɕ/
wett	/væt/
wetten	/vætən/
gewett	/gəvæt/
wetzen	/vætsən/
gewetzt	/gəvætst/
whisky	/vhiskiː/
whiskyen	/vhiskiən/
wibbel	/vibəl/
wibbelen	/vibələn/
wibbeleg	/vibələɕ/
gewibbelt	/gəvibəlt/
wichs	/viks/
wichsen	/viksən/
wichsbiischt	/viksbiːʃt/
wichsbiischten	/viksbiːʃtən/
gewichst	/gəvikst/
wichteg	/viɕtəɕ/
wichtegkeet	/viɕtəɕkeːt/
wick	/vik/
wicken	/vikən/
wickreng	/vikʀeŋ/
widdem	/vidəm/
widder	/vidɐ/
widderen	/vidəʀən/
widderenaner	/vidɐænaːnɐ/
widdereneen	/vidəʀəneːn/
widderhuelen	/vidɐhuələn/
widderholl	/vidɐhol/
widderhuelung	/vidɐhuəluŋ/
widderhuelungen	/vidɐhuəluŋən/
widderlafen	/vidɐlaːfən/
widdergelaf	/vidɐgəlaːf/
widderleeën	/vidɐleːən/
widderluecht	/vidɐluəɕt/
widderrennen	/vidɐʀænən/
widdergerannt	/vidɐgəʀɑnt/
widderried	/vidɐʀiət/
widderruff	/vidɐʀuf/
widderruffen	/vidɐʀufən/
widdersetzen	/vidɐzætsən/
widdersat	/vidɐzaːt/
widderspensteg	/vidɐʃpænstəɕ/
widderspréchlech	/vidɐʃpʀəɕləɕ/
widderspriechen	/vidɐʃpʀiəɕən/
widdersprach	/vidɐʃpʀɑχ/
widdersproch	/vidɐʃpʀoχ/
widderspréch	/vidɐʃpʀəɕ/
widderstand	/vidɐʃtɑnt/
widderstandsfäeg	/vidɐʃtɑntsfɛːəɕ/
widderstandsfäheg	/vidɐʃtɑntsfɛːəɕ/
widderstoen	/vidɐʃtoːən/
widderstanen	/vidɐʃtaːnən/
widderstriewen	/vidɐʃtʀiəvən/
widderstrieft	/vidɐʃtʀiəft/
widdert	/vidɐt/
widderteneen	/vidɐtəneːn/
widmen	/vitmən/
gewidmet	/gəviːtmeː/
widmung	/vitmuŋ/
widmungen	/vitmuŋən/
wiechter	/viəɕtɐ/
wiechterin	/viəɕtəʀin/
wiechterinnen	/viəɕtəʀinən/
wieder	/viədɐ/
wiederen	/viədəʀən/
wiedereg	/viədəʀəɕ/
wiederëmschwong	/viədəʀəmʃwoŋ/
wiederëmschwéng	/viədəʀəmʃweŋ/
wiederëmschwonk	/viədəʀəmʃwoŋk/
wiederkonditiounen	/viədɐkonditsjəʊnən/
wiederprevisioun	/viədɐpʀəvizjəʊn/
wiederprevisiounen	/viədɐpʀəvizjəʊnən/
wiederstatioun	/viədɐʃtatsjəʊn/
wiederstatiounen	/viədɐʃtatsjəʊnən/
wiefstull	/viəfʃtul/
wiefstill	/viəfʃtil/
wiel	/viəl/
wieleg	/viələɕ/
wielen	/viələn/
gewielt	/gəviːəlt/
wieler	/viəlɐ/
wielerin	/viələʀin/
wielerinnen	/viələʀinən/
wielerlëscht	/viəlɐləʃt/
wielerlëschten	/viəlɐləʃtən/
wiem	/viəm/
wien	/viən/
wier	/viːɐ/
wierer	/viːɐʀɐ/
wierbel	/viːɐbəl/
wierbelen	/viːɐbələn/
wierbelsail	/viːɐbəlsɑj/
wierbelsailen	/viːɐbəlsɛːlən/
wierbelstuerm	/viːɐbəlʃtuːɐm/
wierbelstierm	/viːɐbəlʃtiːɐm/
wierderbuch	/viːɐdɐbuχ/
wierderbicher	/viːɐdɐbiɕɐ/
wieren	/viːɐʀən/
gewiert	/gəviːɐt/
wierfel	/viːɐfəl/
wierfelen	/viːɐfələn/
gewierfelt	/gəviːɐfəlt/
wierk	/viːɐk/
wierker	/viːɐkɐ/
wierken	/viːɐkən/
gewierkt	/gəviːɐkt/
wierklech	/viːɐkləɕ/
wierklechkeet	/viːɐkləɕkeːt/
wierksam	/viːɐksaːm/
wierkstoff	/viːɐkʃtof/
wierkstoffer	/viːɐkstofɐ/
wierkung	/viːɐkuŋ/
wierkungen	/viːɐkuŋən/
wiermen	/viːɐmən/
gewiermt	/gəviːɐmt/
wiert	/viːɐt/
wiertchen	/viːɐtɕən/
wierdercher	/viːɐdɐɕɐ/
wierteg	/viːɐtəɕ/
wiertes	/viːɐtəs/
wiertschaft	/viːɐtʃɑft/
wiertschaften	/viːɐtʃɑftən/
wiertsfra	/viːɐtsfʀaː/
wiertsfraen	/viːɐtsfʀaːən/
wierzelchen	/viːɐtsəlɕən/
wierzelcher	/viːɐtsəlɕɐ/
wierzen	/viːɐtsən/
gewierzt	/gəviːɐtst/
wiesen	/viəzən/
wiessel	/viəsəl/
wiesselen	/viəsələn/
gewiesselt	/gəviəsəlt/
wiesseljoren	/viəsəljoːʀən/
wiewen	/viəvən/
gewieft	/gəviəft/
wiewer	/viəvɐ/
wiewerei	/viəvəʀɑɪ/
wiewereien	/viəvəʀɑɪən/
wiewerin	/viəvəʀin/
wiewerinnen	/viəvəʀinən/
wildnis	/viltnis/
willkür	/vilkyʀ/
willkürlech	/vilkyɐləɕ/
wilwerdang	/vilvɐdɑŋ/
wimmelen	/vimələn/
gewimmelt	/gəviməlt/
wimper	/vimpɐ/
wimperen	/vimpəʀən/
wimperntusch	/vimpɐntuʃ/
winker	/viŋkɐ/
winkeren	/viŋkəʀən/
winnen	/vinən/
winzeg	/vintsəɕ/
wippchen	/vipɕən/
wippercher	/vipɐɕɐ/
wirbel	/viʀbəl/
wirbelen	/viʀbələn/
wirbelsail	/viʀbəlsɑj/
wirbelsailen	/viʀbəlsɛːlən/
wirbelstuerm	/viʀbəlʃtuːɐm/
wirbelstierm	/viʀbəlʃtiːɐm/
wirschtchen	/viʀʃtɕən/
wirschtercher	/viʀʃtɐɕɐ/
wirtschaft	/viʀtʃɑft/
wirtschaften	/viʀtʃɑftən/
gewirtschaft	/gəviʀtʃɑft/
wirtschaftlech	/viʀtʃɑftləɕ/
wirtschaftskris	/viʀtʃɑftskʀis/
wirtschaftskrisen	/viʀtʃɑftskʀiːzən/
wirtschaftspolitik	/viʀtʃɑftspolitik/
wischer	/viʃɐ/
wischeren	/viʃəʀən/
wiseblumm	/viːzəblum/
wiseblummen	/viːzəblumən/
wisechampignon	/viːzəʃɑ̃ːpiɲɑ̃ː/
wisechampignonen	/viːzəʃɑ̃ːpiɲɑ̃ːən/
wisefest	/viːzəfæst/
wisefester	/viːzəfæstɐ/
wisel	/vizəl/
wiselen	/vizələn/
wiss	/vis/
wisen	/viːzən/
wittfra	/vitfʀaː/
wittfraen	/vitfʀaːən/
wittmann	/vitmɑn/
wittmänner	/vitmænɐ/
witz	/vits/
witzen	/vitsən/
witzeg	/vitsəɕ/
witzfigur	/vitsfiguːʀ/
witzfiguren	/vitsfiguːʀən/
wo	/voː/
woen	/voːən/
woch	/voχ/
wochen	/voχən/
wochelaang	/voχəlaːŋ/
wochendag	/voχəndaːχ/
wochendeeg	/voχəndeːɕ/
wochenzeitung	/voχəntsɑɪtuŋ/
wochenzeitungen	/voχəntsɑɪtuŋən/
wodelech	/voːdələɕ/
woll	/vol/
wollen	/volən/
wollef	/voləf/
wëllef	/vələf/
wollek	/volek/
wolleken	/voləkən/
wolmereng	/volməʀæŋ/
wolper	/volpɐ/
woltz	/vots/
wolwen	/volvən/
wolz	/volts/
won	/voːn/
ween	/weːn/
wond	/vont/
wonn	/von/
wonnen	/vonən/
wonner	/vonɐ/
wonnerbar	/vonɐbaːʀ/
wonneren	/vonəʀən/
gewonnert	/gəvonɐt/
wonnermëttel	/vonɐmətəl/
wonnerschéin	/vonɐʃɜɪn/
wonsch	/vonʃ/
wonschziedel	/vonʃtsiədəl/
wonschziedelen	/vonʃtsiədələn/
wooltz	/voːlts/
wootlech	/voːtləɕ/
wopen	/voːpən/
worf	/vɔʀf/
wërf	/vɐf/
workshop	/voχkshop/
workshoppen	/voχkshopən/
wormer	/vɔʀmɐ/
wou	/vəʊ/
woubäi	/vəʊbæːɪ/
wouduerch	/vəʊduːɐɕ/
wouduerjer	/vəʊduːɐjɐ/
wouer	/vəʊɐ/
woufir	/vəʊfiːɐ/
wougéint	/vəʊgɜɪnt/
wouhanner	/vəʊhɑnɐ/
wouhannert	/vəʊhɑnɐt/
wouhier	/vəʊhiːɐ/
wouhin	/vəʊhin/
wouhinner	/vəʊhinɐ/
woulaanscht	/vəʊlaːnʃt/
woumadden	/vəʊmɑdən/
woumadder	/vəʊmɑdɐ/
woumat	/vəʊmɑt/
wounieft	/vəʊniəft/
wouniewent	/vəʊniəvənt/
wouno	/vəʊnoː/
wouran	/vəʊʀɑ̃ː/
wouranner	/vəʊʀɑnɐ/
wouraus	/vəʊʀæːʊs/
wourauser	/vəʊʀɑʊzɐ/
wourausser	/vəʊʀæːʊsɐ/
wourecht	/vəʊʀæɕt/
wourechten	/vəʊʀæɕtən/
wourëm	/vəʊʀəm/
wourëms	/vəʊʀəms/
wourënner	/vəʊʀənɐ/
wouriwwer	/vəʊʀivɐ/
wourobber	/vəʊʀobɐ/
wourop	/vəʊʀop/
wouropper	/vəʊʀopɐ/
wourun	/vəʊʀun/
wourunner	/vəʊʀunɐ/
wouscht	/vəʊʃt/
wouvun	/vəʊfun/
wouvunner	/vəʊfunɐ/
wouwéinst	/vəʊvɜɪnst/
wouwéinster	/vəʊvɜɪnstɐ/
wouzou	/vəʊtsəʊ/
wrack	/vʀɑk/
wracken	/vʀɑkən/
wucher	/vuɕɐ/
wucheren	/vuɕəʀən/
gewuchert	/gəvuɕɐt/
wudderen	/vudəʀən/
gewuddert	/gəvudɐt/
wuecht	/vuəɕt/
wuechthond	/vuəɕthont/
wuechthënn	/vuəɕthən/
wued	/vuət/
wueden	/vuədən/
wuel	/vuəl/
wuelessen	/vuələsən/
wuelfillen	/vuəlfilən/
wuelgefillt	/vuəlgəfilt/
wuelgemierkt	/vuəlgəmiːɐkt/
wuelper	/vuəlpɐ/
wuelstand	/vuəlʃtɑnt/
wuelverstan	/vuəlfɐʃtaːn/
wuelverstanen	/vuəlfɐʃtaːnən/
wuer	/vuːɐ/
wueren	/vuːɐʀən/
wuerentransport	/vuːɐæntʀɑnʃpɔʀt/
wuerentransporter	/vuːɐæntʀɑnʃpɔʀtɐ/
wuerfir	/vuːɐfiːɐ/
wuerm	/vuːɐm/
wierm	/viːɐm/
wuermeldeng	/vuːɐmældeŋ/
wuermen	/vuːɐmən/
gewuermt	/gəvuːɐmt/
wuermer	/vuːɐmɐ/
wuert	/vuːɐt/
wuertspill	/vuːɐtʃpil/
wuertspiller	/vuːɐtʃpilɐ/
wuertwiertlech	/vuːɐtviːɐtləɕ/
wuerzel	/vuːɐtsəl/
wuerzelen	/vuːɐtsələn/
wues	/vuəs/
wuess	/vuəs/
wuessen	/vuəsən/
gewuess	/gəvuəs/
gewuesst	/gəvuəst/
wuesstem	/vuəstəm/
wuesstum	/vuəstum/
wujeleg	/vuʒələɕ/
wull	/vul/
wullen	/vulən/
gewullt	/gəvult/
wullmaus	/vulmaːus/
wullmais	/vulmɑɪs/
wunnblock	/vunblok/
wunnbléck	/vunblek/
wunnen	/vunən/
gewunnt	/gəvunt/
wunneng	/vuneŋ/
wunnengen	/vuneŋən/
wunnengsbau	/vuneŋsbæːʊ/
wunnraum	/vunʀæːʊm/
wunnzon	/vuntsoːn/
wunnzonen	/vuntsoːnən/
wunnzone	/vuntsoːnə/
wupp	/vup/
wipp	/vip/
würdeg	/vyːʀdəɕ/
würdegen	/vyːʀdəʑən/
gewürdegt	/gəvyːʀdəɕt/
wurscht	/vuʀʃt/
wurschten	/vuʀʃtən/
wurschtelen	/vuʀʃtələn/
gewurschtelt	/gəvuʀʃtəlt/
würzen	/vyːʀtsən/
gewürzt	/gəvyːʀtst/
wüst	/vyːst/
wüsten	/vyːstən/
wutschen	/vutʃən/
gewutscht	/gəvutʃt/
wutz	/vuts/
wutzen	/vutsən/
wüüst	/vyːyːst/
wüüsten	/vyːystən/
x	/ks/
xenophob	/kseːnoːfoːp/
xenophobie	/kseːnoːfoːbiː/
xylofon	/ksiloːfoːn/
xylofonen	/ksiloːfoːnən/
xylophon	/ksiloːfoːn/
xylophonen	/ksiloːfoːnən/
y	/j/
yacht	/jɑχt/
yachten	/jɑχtən/
yoga	/joːgaː/
yogascours	/joːgaːskuːɐ/
yogascoursen	/joːgaːskuːəʀən/
z	/ts/
zaang	/tsaːŋ/
zaangen	/tsaːŋən/
zaart	/tsaːʀt/
zabbeleg	/tsɑbələɕ/
zabbelen	/tsɑbələn/
gezabbelt	/gətsɑbəlt/
zack	/tsɑk/
zacken	/tsɑkən/
zackeg	/tsɑkəɕ/
zäertlech	/tsɛːɐtləɕ/
zäertlechkeet	/tsɛːɐtləɕkeːt/
zäertlechkeeten	/tsɛːɐtləɕkeːtən/
zahm	/tsaːm/
zähmen	/tsɛːmən/
gezähmt	/gətsɛːmt/
zahnpasta	/tsaːnpɑstaː/
zahnpastaen	/tsaːnpɑstaːən/
zahnstocher	/tsaːnʃtoχɐ/
zäit	/tsæːɪt/
zäiten	/tsæːɪtən/
zäitalter	/tsæːɪtɑltɐ/
zäitalteren	/tsæːɪtɑltəʀən/
zäitchen	/tsæːɪtɕən/
zäitdrock	/tsæːɪtdʀok/
zäitgeméiss	/tsæːɪtgəmɜɪs/
zäitgenëssesch	/tsæːɪtgənəsəʃ/
zäitgrënn	/tsæːɪtgʀən/
zäitlech	/tsæːɪtləɕ/
zäitliewens	/tsæːɪtliəvəns/
zäitlupp	/tsæːɪtlup/
zäitmangel	/tsæːɪtmɑŋəl/
zäitplang	/tsæːɪtplɑŋ/
zäitpläng	/tsæːɪtplæŋ/
zäitpunkt	/tsæːɪtpuŋkt/
zäitpunkten	/tsæːɪtpuŋktən/
zäitschrëft	/tsæːɪtʃʀəft/
zäitschrëften	/tsæːɪtʃʀəftən/
zäitverschwendung	/tsæːɪtfɐʃwænduŋ/
zäitweileg	/tsæːɪtvɑɪləɕ/
zaldot	/tsɑldoːt/
zaldoten	/tsɑldoːtən/
zaldotin	/tsɑldoːtin/
zaldotinnen	/tsɑldoːtinən/
zalot	/tsɑloːt/
zaloten	/tsɑloːtən/
zam	/tsaːm/
zeem	/tseːm/
zämen	/tsɛːmən/
gezäämt	/gətsɛːæmt/
zammeren	/tsɑməʀən/
gezammert	/gətsɑmɐt/
zammermann	/tsɑmɐmɑn/
zammermänner	/tsɑmɐmænɐ/
zännbiischt	/tsænbiːʃt/
zännbiischten	/tsænbiːʃtən/
zänndokter	/tsændoktɐ/
zänndokteren	/tsændoktəʀən/
zänndoktesch	/tsændoktəʃ/
zänndokteschen	/tsændoktəʃən/
zännfleesch	/tsænfleːʃ/
zännrad	/tsænʀaːt/
zännrieder	/tsænʀiədɐ/
zännseef	/tsænzeːf/
zännseefen	/tsænzeːfən/
zännwéi	/tsænwɜɪ/
zanpasta	/tsɑnpɑstaː/
zanpastaen	/tsɑnpɑstaːən/
zanstocher	/tsɑnʃtoχɐ/
zant	/tsɑnt/
zänn	/tsæn/
zanter	/tsɑntɐ/
zanterhier	/tsɑntɐhiːɐ/
zapen	/tsaːpən/
gezaapt	/gətsaːpt/
zäppchen	/tsæpɕən/
zäppercher	/tsæpɐɕɐ/
zappeleg	/tsɑpələɕ/
zappelen	/tsɑpələn/
gezappelt	/gətsɑpəlt/
zappen	/tsɑpən/
gezappt	/gətsɑpt/
zär	/tsɛːɐ/
zären	/tsɛːʀən/
zar	/tsaːʀ/
zaren	/tsaːʀən/
zarg	/tsaːʀ/
zargen	/tsɑʀʑən/
zarin	/tsaːʀin/
zarinnen	/tsaːʀinən/
zäsur	/tsɛːzuːʀ/
zäsuren	/tsɛːzuːʀən/
zatz	/tsɑts/
zatzen	/tsɑtsən/
zauber	/tsɑʊbɐ/
zauberei	/tsɑʊbəʀɑɪ/
zauberen	/tsɑʊbəʀən/
gezaubert	/gətsɑʊbɐt/
zauberer	/tsɑʊbəʀɐ/
zauberin	/tsɑʊbəʀin/
zauberinnen	/tsɑʊbəʀinən/
zauberstaf	/tsɑʊbəʀʃtaːf/
zauberstief	/tsɑʊbəʀʃtiəf/
zaubertrick	/tsɑʊbəʀtʀik/
zaubertricken	/tsɑʊbəʀtʀikən/
zauselen	/tsɑʊzələn/
gezauselt	/gətsɑʊzəlt/
ze	/tsə/
